customer_id,customer_name,gender,age_group,membership_tier,registration_date,preferred_store_id,customer_taxonomies,total_purchases,total_spend,avg_basket_size,purchase_frequency,days_since_last_purchase,unique_products,unique_stores,avg_qty_per_txn,promo_sensitivity
CUS-01356,เฉลิมพล นาควงษ์,F,26-35,bronze,2025-02-19,STR-002,F > 26-35 > bronze,56,25808.34,460.86,1.1,184,45,10,3.07,0.1786
CUS-01357,โสภณ นิลสลัว,M,26-35,gold,2024-06-16,STR-004,M > 26-35 > gold,131,52310.71,399.32,1.32,63,72,10,2.82,0.1679
CUS-01358,พศร ถนัดพิมพการ,F,65+,silver,2022-11-15,STR-002,F > 65+ > silver,109,42253.32,387.65,1.16,23,66,10,2.7,0.2385
CUS-01359,วสิตา ถนัดอาวุธ,M,18-25,bronze,2022-08-19,STR-008,M > 18-25 > bronze,47,22614.55,481.16,1.04,17,37,10,2.74,0.1489
CUS-01360,ปิ่นบุญญา ไม้แดง,F,56-65,platinum,2020-07-05,STR-001,F > 56-65 > platinum,215,89793.77,417.65,1.47,26,85,10,2.77,0.1767
CUS-01361,เรืองเกียรติ แท่นทอง,M,56-65,bronze,2024-06-04,STR-006,M > 56-65 > bronze,49,22316.91,455.45,1.0,126,39,10,3.2,0.2857
CUS-01362,พงษ์นเรศ ฉายแสง,M,56-65,bronze,2022-01-04,STR-005,M > 56-65 > bronze,45,25336.33,563.03,1.02,51,32,10,2.93,0.1333
CUS-01363,ธนภณ ผลบุญ,M,46-55,platinum,2025-04-01,STR-003,M > 46-55 > platinum,222,91049.2,410.13,1.38,43,88,10,2.69,0.1757
CUS-01364,ธีรวัช เณรานุสนธิ์,M,65+,silver,2021-08-03,STR-005,M > 65+ > silver,111,61304.56,552.29,1.23,37,63,10,3.02,0.2252
CUS-01365,อธิวัตร ไทยสุชาต,M,18-25,platinum,2025-08-06,STR-005,M > 18-25 > platinum,236,97154.18,411.67,1.38,6,89,10,2.74,0.178
CUS-01366,สินสมุทร ดัตพันธุ์,F,46-55,bronze,2022-12-14,STR-010,F > 46-55 > bronze,51,22437.98,439.96,1.06,2,39,10,2.55,0.1373
CUS-01367,อาแอเสาะ ปรีชากุลเศรษฐ์,F,36-45,silver,2024-11-19,STR-003,F > 36-45 > silver,99,45190.91,456.47,1.12,50,54,10,2.76,0.0909
CUS-01368,อนิวัฒน์ ถนัดหัตถกรรม,M,46-55,gold,2021-09-11,STR-009,M > 46-55 > gold,145,60327.33,416.05,1.23,7,73,10,2.97,0.2
CUS-01369,ภานุพล ราชมณี,F,65+,silver,2024-12-07,STR-001,F > 65+ > silver,98,40601.66,414.3,1.23,0,69,10,2.55,0.1735
CUS-01370,ไชยภพ ดุริยพันธุ์,M,18-25,bronze,2020-05-26,STR-008,M > 18-25 > bronze,44,19396.8,440.84,1.16,51,38,9,2.27,0.1591
CUS-01371,รูไกยะฮ์ แน่นดุจป้อม,M,65+,silver,2021-04-20,STR-008,M > 65+ > silver,99,37611.18,379.91,1.25,112,56,10,2.49,0.1616
CUS-01372,ปัณณวัชร ยะผา,M,36-45,platinum,2025-06-10,STR-008,M > 36-45 > platinum,240,117530.75,489.71,1.46,16,90,10,2.97,0.1792
CUS-01373,ธารา เช้าวันดี,F,65+,gold,2021-05-21,STR-006,F > 65+ > gold,143,57716.08,403.61,1.34,81,71,10,2.71,0.2028
CUS-01374,อำไพ แถมธน,M,36-45,bronze,2021-11-20,STR-009,M > 36-45 > bronze,51,17165.05,336.57,1.16,194,36,10,2.84,0.1176
CUS-01375,แกมแพร จ้อยนุแสง,F,56-65,gold,2022-05-19,STR-010,F > 56-65 > gold,149,65025.7,436.41,1.23,2,79,10,2.91,0.2282
CUS-01376,ภควัฒน์ มนทอง,Other,18-25,silver,2022-01-09,STR-007,Other > 18-25 > silver,81,30656.7,378.48,1.14,15,55,10,2.57,0.2469
CUS-01377,โกมล หอมพิกุล,F,26-35,gold,2021-01-21,STR-006,F > 26-35 > gold,124,45663.55,368.25,1.24,49,67,10,2.94,0.2177
CUS-01378,วัลยา แท่นทอง,M,65+,platinum,2021-05-14,STR-007,M > 65+ > platinum,261,113991.03,436.75,1.42,21,89,10,2.95,0.1724
CUS-01379,ฌาฆีภัตฐ์ ไทยแท้,M,18-25,gold,2021-09-21,STR-001,M > 18-25 > gold,139,67307.94,484.23,1.25,28,72,10,2.76,0.1871
CUS-01380,ยนงคราญ พรสีมา,M,65+,silver,2025-02-02,STR-005,M > 65+ > silver,82,36119.4,440.48,1.14,25,55,10,2.55,0.2195
CUS-01381,ทัตธน ขอหมั่นกลาง,F,18-25,bronze,2020-06-28,STR-010,F > 18-25 > bronze,41,11481.86,280.05,1.02,265,37,10,2.1,0.0976
CUS-01382,ลักษมี ผลบุญ,Other,36-45,platinum,2021-06-13,STR-004,Other > 36-45 > platinum,228,105734.89,463.75,1.49,7,91,10,2.75,0.136
CUS-01383,เทียมศักดิ์ ตวันเยี่ยม,F,65+,bronze,2020-08-15,STR-002,F > 65+ > bronze,51,22824.69,447.54,1.19,80,45,10,2.88,0.2157
CUS-01384,ศรายุธ นุตตาร,F,56-65,bronze,2024-06-21,STR-005,F > 56-65 > bronze,49,21502.35,438.82,1.09,26,35,10,3.0,0.1633
CUS-01385,ฐิติยาพร นาคพันธุ์,M,46-55,bronze,2022-05-02,STR-003,M > 46-55 > bronze,52,21124.65,406.24,1.16,62,39,10,3.0,0.1538
CUS-01386,สุภาลินี ภูภักดี,M,46-55,bronze,2021-09-23,STR-002,M > 46-55 > bronze,48,28904.8,602.18,1.09,38,41,10,3.33,0.1458
CUS-01387,เกษตร แจ้งสว่าง,M,46-55,gold,2023-06-24,STR-010,M > 46-55 > gold,148,58702.73,396.64,1.41,35,74,10,2.89,0.1419
CUS-01388,สุธาวี นิยมสำหรวจ,M,65+,bronze,2024-02-14,STR-009,M > 65+ > bronze,43,25316.92,588.77,1.08,118,37,9,3.6,0.2791
CUS-01389,เยาวรัตน์ ดาบเงิน,M,46-55,gold,2025-05-05,STR-005,M > 46-55 > gold,129,51323.94,397.86,1.19,2,72,10,2.95,0.2481
CUS-01390,สุธินันท์ เยาวธนโชค,F,46-55,bronze,2024-09-26,STR-006,F > 46-55 > bronze,41,15168.87,369.97,1.02,267,35,10,2.39,0.2195
CUS-01391,ทัตธน คำลือ,F,46-55,silver,2021-01-15,STR-001,F > 46-55 > silver,85,34280.55,403.3,1.15,146,57,10,2.61,0.2118
CUS-01392,จักรกฤนาย เดชวา,F,46-55,silver,2021-09-27,STR-008,F > 46-55 > silver,85,33353.99,392.4,1.31,49,55,10,2.73,0.1176
CUS-01393,รักชนก บุญญาภิรมย์,F,65+,silver,2023-04-05,STR-008,F > 65+ > silver,86,37064.79,430.99,1.16,93,53,10,2.97,0.1628
CUS-01394,กันตวรรณ เขียวขุ้ย,M,46-55,bronze,2021-06-07,STR-005,M > 46-55 > bronze,37,15979.06,431.87,1.09,37,31,10,3.14,0.1892
CUS-01395,ปฐวีกานต์ ทันยุค,F,56-65,silver,2020-07-14,STR-009,F > 56-65 > silver,97,50632.8,521.99,1.24,27,61,10,2.81,0.1753
CUS-01396,วิสาร ตั้งรบ,M,18-25,silver,2025-09-22,STR-007,M > 18-25 > silver,109,38269.73,351.1,1.2,9,64,10,2.71,0.2477
CUS-01397,ภูวฤณ ถนัดการเขียน,M,46-55,silver,2022-11-03,STR-006,M > 46-55 > silver,80,34413.65,430.17,1.08,95,57,10,2.81,0.1875
CUS-01398,สมมล ดิสกะประกาย,M,18-25,gold,2020-03-07,STR-002,M > 18-25 > gold,139,64673.5,465.28,1.25,50,75,10,2.99,0.2302
CUS-01399,ทองสิริ นามขำ,F,46-55,bronze,2022-01-16,STR-007,F > 46-55 > bronze,39,20046.96,514.02,1.15,74,34,10,3.03,0.1795
CUS-01400,นรีกานต์ ถนัดภาษา,M,46-55,gold,2023-05-04,STR-006,M > 46-55 > gold,163,60039.93,368.34,1.31,9,86,10,2.46,0.1595
CUS-01401,สิริรัตน์ เวียงจันทึก,F,46-55,gold,2025-01-16,STR-010,F > 46-55 > gold,119,52713.24,442.97,1.23,17,64,10,3.07,0.2101
CUS-01402,จีรยุทธ ชุมวระ,F,36-45,platinum,2022-02-05,STR-004,F > 36-45 > platinum,229,99916.2,436.32,1.46,38,84,10,3.0,0.2183
CUS-01403,สมเกียรติ ดาวอร่าม,M,65+,platinum,2022-11-28,STR-002,M > 65+ > platinum,236,100541.64,426.02,1.41,51,86,10,2.75,0.1314
CUS-01404,ปรมินทร์ นิยมธรรม,M,18-25,bronze,2021-04-22,STR-001,M > 18-25 > bronze,41,16113.03,393.0,1.02,10,32,10,2.37,0.1951
CUS-01405,ธมลพรรณ พีระเพ็ญกุล,M,46-55,silver,2024-07-17,STR-010,M > 46-55 > silver,88,45506.98,517.12,1.21,128,62,10,3.35,0.1932
CUS-01406,สนั่น พงศ์ฉบับนภา,F,36-45,silver,2024-01-17,STR-007,F > 36-45 > silver,103,40047.96,388.82,1.24,26,63,10,2.86,0.233
CUS-01407,เอกอธิพงษ์ นพตระกูล,F,18-25,bronze,2020-02-26,STR-004,F > 18-25 > bronze,47,12959.93,275.74,1.09,138,38,10,2.51,0.3404
CUS-01408,วิถี ศาสตร์ศิลป์,M,18-25,silver,2022-02-09,STR-001,M > 18-25 > silver,74,30601.5,413.53,1.16,145,52,9,2.82,0.1757
CUS-01409,สมปอง ถนอมมนุษย์,M,65+,bronze,2022-09-17,STR-007,M > 65+ > bronze,41,13554.78,330.6,1.08,112,36,10,2.05,0.2439
CUS-01410,เกียรติก้อง ถนิมมาศ,F,56-65,bronze,2023-05-17,STR-008,F > 56-65 > bronze,56,24990.18,446.25,1.1,144,42,10,2.95,0.1429
CUS-01411,โกมล ศรีเผด็จ,M,46-55,bronze,2021-11-11,STR-003,M > 46-55 > bronze,43,16548.69,384.85,1.08,193,34,10,2.88,0.1628
CUS-01412,จิม โพธิสัตย์,F,46-55,platinum,2025-04-15,STR-001,F > 46-55 > platinum,246,98458.2,400.24,1.42,8,91,10,2.86,0.1829
CUS-01413,จรรยพร แถมธน,F,56-65,bronze,2023-04-22,STR-010,F > 56-65 > bronze,51,18747.61,367.6,1.09,51,38,10,2.45,0.1765
CUS-01414,อุษณีย์ ดุริยพันธุ์,F,46-55,bronze,2020-02-02,STR-002,F > 46-55 > bronze,44,26505.27,602.39,1.05,173,31,10,3.23,0.1591
CUS-01415,พิพิธธน นิลวิมล,F,65+,silver,2024-08-29,STR-008,F > 65+ > silver,85,27571.1,324.37,1.13,173,54,10,2.53,0.2235
CUS-01416,ภานุวัตร นกทอง,F,56-65,gold,2023-04-06,STR-001,F > 56-65 > gold,143,54022.85,377.78,1.39,11,76,10,2.62,0.2378
CUS-01417,ฟารินี หนุนสุข,F,46-55,silver,2025-06-21,STR-004,F > 46-55 > silver,93,45502.26,489.27,1.11,129,59,10,2.83,0.1075
CUS-01418,ซูฮัยดา เยาวธนโชค,F,56-65,bronze,2023-07-17,STR-009,F > 56-65 > bronze,57,25733.5,451.46,1.1,9,43,10,2.95,0.1228
CUS-01419,วิสาร สุวรรณหงษ์,M,65+,silver,2025-04-22,STR-002,M > 65+ > silver,95,48636.41,511.96,1.14,98,60,10,3.23,0.1684
CUS-01420,นิชนันท์ ติณรัตน์,F,65+,bronze,2024-11-21,STR-001,F > 65+ > bronze,49,28082.53,573.11,1.04,8,36,10,3.16,0.1429
CUS-01421,ยุภา บุญศล,M,65+,bronze,2023-11-09,STR-008,M > 65+ > bronze,53,16843.86,317.81,1.1,112,34,10,2.32,0.2264
CUS-01422,สุภัทริดา นาควงษ์,M,26-35,silver,2023-10-21,STR-010,M > 26-35 > silver,75,34481.15,459.75,1.15,66,56,10,3.16,0.24
CUS-01423,ปิยนุช เนื้อนุ่ม,F,65+,silver,2021-06-21,STR-005,F > 65+ > silver,81,29004.91,358.09,1.23,141,54,10,2.68,0.1111
CUS-01424,อัญชัญ นะวะมันดร,F,46-55,platinum,2024-01-15,STR-008,F > 46-55 > platinum,226,95407.27,422.16,1.4,34,85,10,2.69,0.1726
CUS-01425,ชลิดา หนุนสุข,F,26-35,silver,2023-03-02,STR-002,F > 26-35 > silver,106,49188.86,464.05,1.31,101,71,10,2.75,0.2075
CUS-01426,วนาลี โพธิสัตย์,F,26-35,bronze,2021-10-02,STR-010,F > 26-35 > bronze,60,26438.1,440.64,1.15,6,45,10,3.32,0.2
CUS-01427,จิตตานันท์ ถนัดอักษร,F,46-55,platinum,2025-07-15,STR-005,F > 46-55 > platinum,216,88435.32,409.42,1.4,25,88,10,2.87,0.1713
CUS-01428,กวาง คณานุรักษ์,M,56-65,bronze,2020-03-15,STR-006,M > 56-65 > bronze,41,14041.36,342.47,1.05,114,34,10,2.34,0.2195
CUS-01429,จำรัส ตันยา,F,36-45,silver,2021-12-16,STR-009,F > 36-45 > silver,88,43523.79,494.59,1.19,68,55,10,3.09,0.1477
CUS-01430,เกริกพล ธูปะวิโรจน์,M,18-25,bronze,2021-04-11,STR-010,M > 18-25 > bronze,61,24048.13,394.23,1.09,49,47,10,2.87,0.2131
CUS-01431,กรพนธ์ ถ้วนศรี,M,56-65,bronze,2022-11-22,STR-006,M > 56-65 > bronze,40,19115.01,477.88,1.03,111,35,10,3.32,0.25
CUS-01432,ยุภา ดาบเพ็ชร์,F,18-25,gold,2022-12-31,STR-003,F > 18-25 > gold,134,54081.6,403.59,1.29,69,71,10,2.65,0.1791
CUS-01433,พรเบญญา ตระกูลไม้เรียง,F,56-65,silver,2021-03-02,STR-001,F > 56-65 > silver,93,41269.56,443.76,1.12,15,60,10,2.84,0.1828
CUS-01434,จิรวิทย์ ขำเอนก,F,46-55,gold,2021-03-30,STR-002,F > 46-55 > gold,149,65411.63,439.0,1.34,27,74,10,2.8,0.1879
CUS-01435,ณัฐญาดา แน่นดุจป้อม,F,56-65,gold,2021-02-21,STR-009,F > 56-65 > gold,141,70116.0,497.28,1.31,16,72,10,2.94,0.1277
CUS-01436,ภัทราวุธ ดวงทับทิม,M,18-25,bronze,2021-04-28,STR-004,M > 18-25 > bronze,36,12643.41,351.21,1.16,268,33,10,2.39,0.1111
CUS-01437,อาภัศรา ฉัพพรรณธนกูร,F,26-35,gold,2024-12-13,STR-009,F > 26-35 > gold,166,79917.74,481.43,1.3,7,86,10,2.92,0.1446
CUS-01438,ปิยนุช หนักแน่น,F,18-25,bronze,2024-01-29,STR-006,F > 18-25 > bronze,39,17274.21,442.93,1.03,48,30,10,2.49,0.2308
CUS-01439,ณัฐญาดา ซาซุม,F,18-25,gold,2024-12-03,STR-007,F > 18-25 > gold,158,72675.86,459.97,1.27,7,76,10,2.78,0.2468
CUS-01440,ยุศรอน ถมปัด,F,18-25,bronze,2025-04-24,STR-006,F > 18-25 > bronze,42,24984.68,594.87,1.11,9,38,10,3.36,0.0952
CUS-01441,ฮามีย๊ะ ดุริยพันธุ์,M,26-35,bronze,2024-03-05,STR-007,M > 26-35 > bronze,53,18297.85,345.24,1.1,75,44,10,2.6,0.2642
CUS-01442,มัตติกา นิยมเซียม,M,65+,bronze,2025-12-09,STR-007,M > 65+ > bronze,42,16728.13,398.29,1.02,81,35,10,3.02,0.1905
CUS-01443,นรีรัตน์ ถนิมมาศ,F,26-35,gold,2024-08-20,STR-007,F > 26-35 > gold,165,78360.13,474.91,1.31,114,76,10,3.08,0.1879
CUS-01444,ปิยะชาติ อัตตนาถ,F,56-65,gold,2024-01-21,STR-001,F > 56-65 > gold,159,70275.35,441.98,1.32,8,77,10,2.74,0.1321
CUS-01445,ปิยะนันท์ นิลสุวรรณ์,M,18-25,gold,2025-10-20,STR-002,M > 18-25 > gold,151,64302.33,425.84,1.31,1,78,10,2.68,0.1126
CUS-01446,ศุภชัย ถนัดหัตถกรรม,M,36-45,silver,2021-11-04,STR-007,M > 36-45 > silver,102,43869.28,430.09,1.27,50,59,10,2.82,0.1765
CUS-01447,เทอดศักดิ์ ตระกูลไม้เรียง,M,18-25,silver,2021-09-10,STR-010,M > 18-25 > silver,94,37749.34,401.59,1.21,35,58,10,2.45,0.234
CUS-01448,อัญชัญ เนื้อนุ่ม,M,65+,platinum,2025-10-30,STR-005,M > 65+ > platinum,237,98358.88,415.02,1.47,38,88,10,2.74,0.2068
CUS-01449,วสิตา ปรีชากุลเศรษฐ์,M,65+,gold,2023-05-31,STR-006,M > 65+ > gold,129,55638.65,431.31,1.24,27,72,10,3.04,0.1628
CUS-01450,นิรันดร์ นาฏคายี,F,18-25,gold,2025-12-01,STR-010,F > 18-25 > gold,132,66195.87,501.48,1.32,6,66,10,2.78,0.2424
CUS-01451,สุรการณ์ โพธิสัตย์,F,65+,silver,2022-04-20,STR-009,F > 65+ > silver,94,36563.78,388.98,1.25,112,61,10,2.99,0.1915
CUS-01452,นพรัตน์ นวลเพ็ง,F,56-65,silver,2023-11-15,STR-007,F > 56-65 > silver,102,34999.04,343.13,1.19,128,67,10,2.44,0.1961
CUS-01453,อเนชา ธรรมสถิตไพศาล,F,36-45,bronze,2023-10-02,STR-007,F > 36-45 > bronze,34,14458.87,425.26,1.03,275,31,10,2.82,0.1765
CUS-01454,วันฉัตร บุณยะภาชน์,F,65+,gold,2025-11-01,STR-009,F > 65+ > gold,135,61538.09,455.84,1.23,38,77,10,2.95,0.1926
CUS-01455,พศร ถาวรายุศม์,M,18-25,silver,2023-07-02,STR-009,M > 18-25 > silver,94,45503.49,484.08,1.16,1,61,10,3.04,0.1702
CUS-01456,นัฐพล นิติสาขา,M,65+,bronze,2020-04-24,STR-009,M > 65+ > bronze,33,11760.73,356.39,1.1,117,29,9,2.76,0.0606
CUS-01457,รักชนก แนวพญา,F,26-35,gold,2023-05-29,STR-007,F > 26-35 > gold,147,61022.56,415.12,1.34,16,76,10,2.56,0.2041
CUS-01458,อณาวิน แก้วอยู่,Other,18-25,gold,2024-03-07,STR-005,Other > 18-25 > gold,167,69457.56,415.91,1.26,38,81,10,2.68,0.1437
CUS-01459,ประเสริฐ เตมิยะเดช,F,36-45,bronze,2021-05-25,STR-008,F > 36-45 > bronze,48,16750.19,348.96,1.14,39,33,10,2.42,0.125
CUS-01460,วิรชัย ไตรบรรพ,M,65+,bronze,2023-10-20,STR-004,M > 65+ > bronze,40,19561.81,489.05,1.11,115,34,10,2.62,0.125
CUS-01461,พรปราณี กุมารบุญ,F,56-65,silver,2025-12-24,STR-010,F > 56-65 > silver,84,31925.8,380.07,1.18,181,58,10,3.18,0.131
CUS-01462,สมนึก ทำประดู่,M,36-45,bronze,2021-07-27,STR-007,M > 36-45 > bronze,45,22051.03,490.02,1.05,70,37,10,2.73,0.1556
CUS-01463,อุดมลักษณ์ เดชคุ้ม,F,26-35,bronze,2025-10-16,STR-010,F > 26-35 > bronze,52,22171.91,426.38,1.18,53,44,10,3.1,0.1731
CUS-01464,กองสิน เวียงจันทึก,M,36-45,silver,2021-08-23,STR-007,M > 36-45 > silver,94,34850.77,370.75,1.21,27,60,10,2.41,0.1809
CUS-01465,วิรชัย นพตระกูล,F,18-25,bronze,2024-10-06,STR-003,F > 18-25 > bronze,47,19422.85,413.25,1.12,8,40,10,2.89,0.234
CUS-01466,ณปภัช ไม้แดง,F,46-55,bronze,2025-11-25,STR-007,F > 46-55 > bronze,39,18215.42,467.06,1.05,159,34,10,2.79,0.2051
CUS-01467,มลิวรรณ วะคีมัน,F,56-65,gold,2022-12-16,STR-010,F > 56-65 > gold,137,55218.11,403.05,1.2,17,71,10,2.8,0.2044
CUS-01468,นพ แท่นทอง,F,46-55,platinum,2025-06-28,STR-007,F > 46-55 > platinum,225,89711.23,398.72,1.54,15,85,10,2.67,0.1778
CUS-01469,เมทนี เยาวธนโชค,F,26-35,silver,2025-06-08,STR-008,F > 26-35 > silver,79,31546.09,399.32,1.14,26,56,10,2.68,0.1646
CUS-01470,ยศพงศ์ ขำเอนก,M,65+,silver,2025-12-07,STR-002,M > 65+ > silver,85,30781.01,362.13,1.12,39,55,10,2.46,0.2235
CUS-01471,ภควัฒน์ หอมพิกุล,F,46-55,silver,2021-10-04,STR-009,F > 46-55 > silver,92,31512.79,342.53,1.19,189,56,10,2.48,0.2065
CUS-01472,ฉลองชัย ถาวระวรณ์,M,18-25,silver,2024-07-31,STR-002,M > 18-25 > silver,89,33031.75,371.14,1.22,70,60,10,2.48,0.1236
CUS-01473,สโรชา ทวนทอง,M,56-65,bronze,2025-11-11,STR-003,M > 56-65 > bronze,39,13265.15,340.13,1.03,27,32,10,2.13,0.2564
CUS-01474,พันเกล้า ฉายแสง,M,36-45,platinum,2023-05-27,STR-005,M > 36-45 > platinum,231,97762.66,423.21,1.37,0,82,10,3.03,0.2338
CUS-01475,วิกิจ นาคสุทิน,F,26-35,bronze,2024-09-23,STR-001,F > 26-35 > bronze,35,13252.85,378.65,1.09,200,30,10,2.49,0.1714
CUS-01476,ปิยนุช เขียวขุ้ย,F,36-45,gold,2022-06-02,STR-003,F > 36-45 > gold,167,66480.71,398.09,1.27,49,83,10,2.74,0.2395
CUS-01477,อริสรา นิลวรรณ,F,46-55,bronze,2023-11-29,STR-002,F > 46-55 > bronze,38,13834.13,364.06,1.06,16,33,10,2.26,0.1842
CUS-01478,ดวงพร ศรีตะวัน,F,46-55,silver,2023-06-22,STR-010,F > 46-55 > silver,94,39238.88,417.43,1.27,80,63,10,3.02,0.234
CUS-01479,ธีรวุฒิ จันทา,F,36-45,gold,2025-04-30,STR-010,F > 36-45 > gold,120,58437.74,486.98,1.24,103,67,10,3.06,0.2083
CUS-01480,วันฉัตร ตั้งกุลงาม,M,26-35,silver,2025-03-02,STR-008,M > 26-35 > silver,91,34594.65,380.16,1.05,1,57,10,2.51,0.2308
CUS-01481,สิรวัฒน์ เนื่องนนท์,F,26-35,gold,2023-08-25,STR-002,F > 26-35 > gold,123,50242.37,408.47,1.21,111,66,10,2.41,0.2276
CUS-01482,นาวีตา ถนัดการยนต์,F,65+,silver,2024-05-05,STR-004,F > 65+ > silver,96,48608.37,506.34,1.2,111,60,10,3.02,0.2083
CUS-01483,พศร ไชยภา,F,36-45,silver,2024-12-19,STR-005,F > 36-45 > silver,95,38742.99,407.82,1.19,6,61,10,2.85,0.2
CUS-01484,สรรเพชญ์ นักรบ,F,26-35,gold,2023-06-19,STR-009,F > 26-35 > gold,138,59614.27,431.99,1.29,26,78,10,3.06,0.2174
CUS-01485,ธีรลักษณ์ จันทา,F,65+,silver,2022-02-27,STR-010,F > 65+ > silver,109,46837.48,429.7,1.27,11,66,10,3.01,0.1743
CUS-01486,กระสุน ทันยุค,F,18-25,platinum,2025-11-07,STR-004,F > 18-25 > platinum,255,98189.29,385.06,1.47,56,87,10,2.87,0.2157
CUS-01487,ยศพงศ์ มิ่งขวัญ,F,56-65,gold,2021-05-07,STR-009,F > 56-65 > gold,129,58010.62,449.69,1.29,27,70,10,2.85,0.1938
CUS-01488,ปรมินทร์ ไชยภา,M,18-25,bronze,2022-04-22,STR-004,M > 18-25 > bronze,49,20203.33,412.31,1.11,25,39,10,2.8,0.1429
CUS-01489,ประวี เดชวา,F,56-65,silver,2025-12-25,STR-010,F > 56-65 > silver,93,39375.94,423.4,1.18,3,65,10,2.99,0.1183
CUS-01490,ชัชนันท์ ธนรักษ์,M,56-65,bronze,2020-04-05,STR-006,M > 56-65 > bronze,50,23855.09,477.1,1.28,83,34,10,3.3,0.2
CUS-01491,รภัสพงษ์ พงศ์ฉบับนภา,M,46-55,bronze,2025-12-02,STR-006,M > 46-55 > bronze,38,12920.26,340.01,1.06,48,35,10,2.42,0.2895
CUS-01492,อินทรีย์ ธรรมเมธา,M,18-25,bronze,2021-02-10,STR-009,M > 18-25 > bronze,51,21964.98,430.69,1.09,26,37,10,2.96,0.1176
CUS-01493,ไชยภพ นิยมธรรม,M,26-35,bronze,2021-01-02,STR-003,M > 26-35 > bronze,50,25212.69,504.25,1.11,252,42,10,3.14,0.22
CUS-01494,นิรุตต์ ทรัพย์สาร,M,46-55,silver,2020-08-29,STR-010,M > 46-55 > silver,112,51192.37,457.07,1.17,25,64,10,3.15,0.1429
CUS-01495,ศรลักษณ์ ตรีครุธพันธุ์,Other,26-35,bronze,2020-08-27,STR-005,Other > 26-35 > bronze,46,22552.97,490.28,1.05,221,36,10,2.74,0.1739
CUS-01496,คำปลิว ถนอมพลกรัง,M,36-45,bronze,2023-08-20,STR-005,M > 36-45 > bronze,55,21008.8,381.98,1.15,26,38,10,2.55,0.1455
CUS-01497,อับดุลเลาะห์ ถนอมพลกรัง,M,18-25,bronze,2022-09-08,STR-010,M > 18-25 > bronze,47,20181.06,429.38,1.07,205,35,10,2.79,0.2128
CUS-01498,วนาลี ถนอมพล,F,46-55,silver,2025-08-28,STR-007,F > 46-55 > silver,114,38658.52,339.11,1.2,27,68,10,2.54,0.193
CUS-01499,ธีร์ธวันาย บุตราช,F,36-45,bronze,2025-03-18,STR-009,F > 36-45 > bronze,39,17366.69,445.3,1.15,69,33,10,3.41,0.1026
CUS-01500,เชิงชาย นิลเสนา,M,46-55,bronze,2022-08-15,STR-001,M > 46-55 > bronze,53,23304.84,439.71,1.08,22,41,10,3.23,0.1887
CUS-01501,ยุลิน นพคเชนทร์,M,56-65,silver,2022-10-05,STR-009,M > 56-65 > silver,86,31564.14,367.02,1.16,95,58,10,2.74,0.1512
CUS-01502,อุลัยพร บุนยะตีรณะ,F,26-35,bronze,2024-07-24,STR-008,F > 26-35 > bronze,42,16776.61,399.44,1.05,23,34,10,2.67,0.1905
CUS-01503,จุฑาภรณ์ เจริญรัมย์,M,65+,silver,2021-08-06,STR-006,M > 65+ > silver,89,45265.89,508.61,1.24,10,56,10,2.81,0.1011
CUS-01504,รอซีด๊ะ ธูปหอม,F,26-35,gold,2024-10-01,STR-009,F > 26-35 > gold,144,63979.51,444.3,1.33,16,77,10,2.88,0.2153
CUS-01505,อำพร นครเทพ,F,18-25,gold,2023-03-30,STR-003,F > 18-25 > gold,132,57702.38,437.14,1.25,68,70,10,2.98,0.2424
CUS-01506,ซูไรดา เวียงจันทึก,M,46-55,bronze,2022-10-24,STR-007,M > 46-55 > bronze,50,22387.35,447.75,1.09,186,39,10,2.98,0.16
CUS-01507,เอกชัย ถนัดรบ,Other,65+,bronze,2025-09-21,STR-005,Other > 65+ > bronze,47,22286.99,474.19,1.18,7,38,10,3.09,0.1915
CUS-01508,สรายุทธ ศรีสัตย์,M,65+,silver,2020-10-13,STR-005,M > 65+ > silver,86,39810.85,462.92,1.12,16,57,10,2.72,0.1977
CUS-01509,กิติยาธรณ์ นักรบ,M,65+,bronze,2021-07-26,STR-009,M > 65+ > bronze,34,14181.33,417.1,1.1,331,27,9,3.24,0.1471
CUS-01510,ทองรัตน์ หอมพิกุล,Other,46-55,bronze,2025-08-29,STR-006,Other > 46-55 > bronze,46,18264.51,397.05,1.12,86,31,10,2.7,0.1739
CUS-01511,นาทภูวพัฒน์ หนุนสุข,F,36-45,silver,2025-01-28,STR-005,F > 36-45 > silver,108,44844.77,415.23,1.2,51,67,10,2.87,0.1574
CUS-01512,อุลัยพร ตั้งรบ,M,36-45,bronze,2025-02-26,STR-010,M > 36-45 > bronze,47,23091.25,491.3,1.02,37,35,9,3.0,0.1915
CUS-01513,เทพณรงค์ คำลือ,M,65+,bronze,2020-01-09,STR-010,M > 65+ > bronze,66,30705.02,465.23,1.22,21,52,10,3.23,0.2273
CUS-01514,เฉลิมรัตน์ นุชแนวนุ่ม,F,18-25,silver,2024-08-19,STR-009,F > 18-25 > silver,104,50062.4,481.37,1.18,1,61,10,2.95,0.2212
CUS-01515,ประเดิม มิ่งขวัญ,F,65+,silver,2024-05-27,STR-009,F > 65+ > silver,101,50475.65,499.76,1.31,1,63,10,2.99,0.1485
